Sentence,Label
I want us to invest in your future.,appeal to emotion
I've heard from so many of you about the difficult choices you face and the stresses that you're under.,appeal to emotion
stolen,appeal to emotion
tremendously,appeal to emotion
a beautiful thing to watch.Companies,appeal to emotion
stealing,appeal to emotion
disaster,appeal to emotion
tremendous,appeal to emotion
"When you look at what's happening in Mexico, a friend of mine who builds plants said it's the eighth wonder of the world.",appeal to (false) authority
"They're building some of the biggest plants anywhere in the world, some of the most sophisticated, some of the best plants. With the United States, as he said, not so much.So Ford is leaving.",false causality
"debt.The Obama administration, from the time they've come in, is over 230 years' worth of debt, and he's topped it. He's doubled it in a course of almost eight years, seven-and-a-half years, to be semi- exact.So",false causality
"He started his business with $14 million, borrowed from his father, and he really believes that the more you help wealthy people, the better off we'll be and that everything will work out from there.I",ad hominem
"storm.In fact, Donald was one of the people who rooted for the housing crisis.",ad hominem
"Donald, I know you live in your own reality, but that is not the facts.",ad hominem
the most dangers- dangerously irresponsible recommendations,appeal to emotion
"But for us to do what Senator Kennedy has suggested would bring results which I know he would not want, and certainly which the American people would not want.",appeal to (false) authority
cynicism,appeal to emotion
will fight for middle-class families and working men and women and I will never let you down.,appeal to emotion
"You know, this man has no credibility on the issue.",ad hominem
a brazen fashion,appeal to emotion
those safe havens,appeal to emotion
"First of all, I won't repeat the mistake that I regret enormously, and that is, after we were able to help the Afghan freedom fighters and drive the Russians out of Afghanistan, we basically washed our hands of the region.",appeal to emotion
"Tragically, I was right: Nearly 300 Marines lost their lives in the bombing of the barracks.",appeal to emotion
"She asked me, can you please make sure another mother is not going through what I'm going through.",appeal to emotion
